Index;Id;Nazov;Pocet_usekov;Useky_index
0;0;1/1;225;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;
1;36;3/1a;419;0;1;2;46;47;48;49;50;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;18;19;20;21;22;23;24;
2;37;3/1b;399;0;1;2;46;47;48;49;50;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;18;19;20;21;22;23;24;
3;38;3/2a;379;0;1;2;46;47;48;49;50;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;18;19;20;21;22;23;24;
4;39;3/2b;439;0;1;2;46;47;48;49;50;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;70;71;72;73;74;45;33;34;35;31;75;76;77;78;79;80;51;52;16;17;18;19;20;21;22;23;24;
5;63;5/1a;382;0;1;2;46;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;64;65;44;83;63;23;24;
6;64;5/1b;408;0;1;2;46;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;82;59;57;60;61;44;83;84;47;48;49;50;51;52;16;17;18;19;20;81;75;7;8;9;10;11;12;16;17;18;19;20;81;75;7;8;9;10;11;12;82;59;57;60;61;44;83;84;47;48;49;50;51;52;64;65;44;83;63;23;24;
7;69;6/1a;200;66;67;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;43;44;83;63;23;24;
8;70;6/1b;323;66;67;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;25;26;27;28;29;30;1;2;46;47;48;49;50;51;52;53;54;55;56;57;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;10;58;13;14;15;16;17;18;19;20;21;22;23;36;37;38;39;40;41;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;68;69;
9;71;6/2a;224;0;1;62;75;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;8;9;10;11;59;57;60;61;44;45;33;34;35;22;23;36;37;38;39;40;41;25;26;27;28;29;30;1;2;3;4;5;6;7;42;43;44;45;33;34;35;22;23;36;37;38;39;40;41;43;44;83;63;23;24;
